1388577600,43.82,0.92,0.8,13.25
1388664000,45.97,0.85,0,6.99
1388750400,45.05,0.76,0,12.05
1388836800,41.97,0.96,0.33,0.99
1388923200,39.55,0.89,0,5.42
1389009600,50.05,0.77,0.01,11.68
1389096000,47.15,0.84,0.11,10.39
1389182400,46.8,0.88,0,6.54
1389268800,44.44,0.83,0,8.68
1389355200,42.66,0.91,0,5.22
1389441600,42.9,0.8,0,8.09
1389528000,38.2,0.91,0.39,7.23
1389614400,43.71,0.86,0,6.05
1389700800,40.87,0.87,0.08,5.54
1389787200,48.88,0.94,0,6.27
1389873600,45.96,0.85,0,7.32
1389960000,44.29,0.89,0,5.91
1390046400,46.24,0.9,0,8.95
1390132800,43.33,0.84,0,4.91
1390219200,39.41,0.93,0,0.39
1390305600,38.32,0.94,0,4.6
1390392000,44.72,0.94,0,5.09
1390478400,44.19,0.76,0.2,8.37
1390564800,41.66,0.89,0,6.35
1390651200,48.15,0.9,0.12,7.25
1390737600,43.16,0.96,0.67,11.65
1390824000,44.19,0.79,0,8.85
1390910400,43.63,0.9,0,10.47
1390996800,40.65,0.9,0.43,8.6
1391083200,35.09,0.92,0.22,5.2
1391169600,40.04,0.93,0.46,8.66
1391256000,41.37,0.76,0,12.62
1391342400,45.59,0.75,0,7.13
1391428800,44.4,0.8,0,10.45
1391515200,44.22,0.77,0,9.28
1391601600,43.92,0.85,0.77,17.34
1391688000,44.55,0.8,0,5.15
1391774400,44.34,0.81,0.11,8.27
1391860800,45.97,0.68,0,14.61
1391947200,45.39,0.72,0,10.81
1392033600,40.37,0.9,0.54,3
1392120000,35.1,0.96,0.71,3.82
1392206400,43.88,0.88,0.71,17.28
1392292800,42.35,0.72,0,7.96
1392379200,38.99,0.92,0.7,11.16
1392465600,45.26,0.77,0.17,11.18
1392552000,45.49,0.68,0,5.61
1392638400,47.2,0.89,0,8.62
1392724800,48.17,0.89,0.08,5
1392811200,48.68,0.8,0,4.22
1392897600,51.55,0.72,0,6.97
1392984000,45.52,0.72,0,7.85
1393070400,48.8,0.67,0,5.83
1393156800,51.91,0.81,0,11.87
1393243200,47.92,0.8,0,5.5
1393329600,48.05,0.75,0,9.46
1393416000,48.18,0.69,0,7.86
1393502400,45.62,0.75,0.23,8.54
1393588800,39.58,0.93,0.25,4.77
1393675200,44.47,0.75,0,1.12
1393761600,46.86,0.88,0.36,8.53
1393848000,45.39,0.79,0,3.42
1393934400,48.33,0.74,0,5.22
1394020800,48.01,0.77,0,4.44
1394107200,48.64,0.9,0.2,6.5
1394193600,55.77,0.74,0,8.77
1394280000,51.91,0.77,0,8.9
1394366400,58.61,0.57,0,5.84
1394452800,50.66,0.7,0,6.91
1394539200,47.91,0.72,0,5.95
1394625600,42.26,0.92,0,2.75
1394712000,47.91,0.82,0,2.32
1394798400,52.67,0.74,0,4.77
1394884800,56.3,0.54,0,10.08
1394971200,56.92,0.62,0,6.59
1395057600,55.08,0.59,0,4.78
1395144000,50.1,0.85,0.35,7.74
1395230400,53.09,0.69,0,6.65
1395316800,52.45,0.68,0,9.72
1395403200,49.61,0.62,0,7.99
1395489600,46.53,0.62,0,7.35
1395576000,43.92,0.75,0.25,9.26
1395662400,47.98,0.56,0,8.93
1395748800,44.36,0.93,0.55,4.01
1395835200,45.61,0.69,0,5.32
1395921600,45.61,0.72,0,6.91
1396008000,49.34,0.76,0,6.66
1396094400,60.6,0.48,0,15.43
1396180800,59.66,0.62,0,4.62
1396267200,57.02,0.72,0,4.2
1396353600,56.26,0.74,0,2.49
1396440000,53.51,0.85,0,7.18
1396526400,49.31,0.92,0,6.44
1396612800,54.78,0.75,0.12,3.72
1396699200,54.88,0.85,0,6.64
1396785600,57.73,0.85,0,9.85
1396872000,55.73,0.9,0,9.23
1396958400,50.46,0.6,0,9.93
1397044800,57.52,0.61,0,5.57
1397131200,55.43,0.58,0,3
1397217600,55.36,0.53,0,2.91
1397304000,51.62,0.68,0,6.57
1397390400,54.16,0.58,0,6.55
1397476800,54.91,0.54,0,6.17
1397563200,55.38,0.5,0,2.79
1397649600,56.31,0.55,0,4.91
1397736000,55.23,0.7,0,8.12
1397822400,52.56,0.49,0,4.25
1397908800,49.91,0.59,0,6.17
1397995200,51.92,0.84,0,7.88
1398081600,59.15,0.76,0,4.68
1398168000,53.66,0.86,0,4.74
1398254400,57.91,0.67,0,8.12
1398340800,54.63,0.77,0,1.63
1398427200,48.61,0.94,0.75,4.5
1398513600,56.9,0.63,0,8.61
1398600000,54.61,0.73,0,5.51
1398686400,58.29,0.69,0,3.77
1398772800,57.12,0.76,0,2.02
1398859200,63.65,0.59,0,3.37
1398945600,54.03,0.87,0.54,1.58
1399032000,51.84,0.63,0,5.79
1399118400,54.13,0.45,0,0.98
1399204800,59.19,0.55,0,4.03
1399291200,59.42,0.61,0,6.51
1399377600,60.21,0.58,0,5.29
1399464000,55.83,0.65,0,8.41
1399550400,55.07,0.95,0.65,3.65
1399636800,56.76,0.61,0,9.84
1399723200,55.97,0.77,0.43,9.31
1399809600,53.58,0.73,0,11.61
1399896000,51.87,0.8,0.47,4.32
1399982400,55.56,0.71,0.13,4.81
1400068800,62.1,0.53,0,5.57
1400155200,64.52,0.58,0,0.37
1400241600,68.59,0.57,0,2.03
1400328000,69.58,0.46,0,3.21
1400414400,70.52,0.53,0,7.11
1400500800,73.65,0.49,0,8.39
1400587200,65.34,0.68,0,4.54
1400673600,65.02,0.46,0,2.63
1400760000,57.5,0.74,0.02,4.4
1400846400,56.22,0.72,0,7.49
1400932800,54.02,0.92,0.7,3.87
1401019200,57.34,0.69,0,5.64
1401105600,59.2,0.66,0,3.01
1401192000,58.27,0.76,0.17,5.18
1401278400,53.57,0.95,0.6,5.39
1401364800,56.33,0.93,0,3.6
